ADRESA;x;y;FIRMA;NAZEV
Olomoucká, Opava;17.8810743;49.93394989999999;Kaufland Èeská republika, v.o.s.;OD Kaufland Opava - Pøedmìstí
Mostecká, Chomutov;13.4247645;50.4673333;Kaufland Èeská republika, v.o.s.;OD Kaufland Chomutov - Centrum
Jeníkovská 1983, Èáslav;15.4024301;49.9034686;Kaufland Èeská republika, v.o.s.;OD Kaufland Èáslav
Olomoucká 4619/120, Prostìjov;17.1232387;49.4843773;Kaufland Èeská republika, v.o.s.;OD Kaufland Prostìjov II - Olomoucká
Okruní 1430, Orlová;18.4293497;49.8779646;Kaufland Èeská republika, v.o.s.;Kaufland Orlová
Drustevní ul., Mohelnice;16.9358833;49.77343;Kaufland Èeská republika, v.o.s.;Kaufland Mohelnice
Krumlovská 1103, Prachatice;14.0073708;49.004377;Kaufland Èeská republika, v.o.s.;Kaufland Prachatice
Svatoborská 1379/104, Kyjov;17.1156845;49.0051818;Kaufland Èeská republika, v.o.s.;
U Trištì 2204, Velké Meziøíèí;16.0225126;49.3482312;Kaufland Èeská republika, v.o.s.;
Fuèíkova 1342/3, Jeseník;17.1983506;50.2254887;Kaufland Èeská republika, v.o.s.;OD Kaufland Jeseník
Romana Havelky 4842/1a, Jihlava;15.582541;49.4065461;Kaufland Èeská republika, v.o.s.;OD Kaufland Jihlava
Jáchymova 903, Jindøichùv Hradec;15.021366;49.1437901;Kaufland Èeská republika, v.o.s.;OD Kaufland Jindøichùv Hradec
Sokolovská 1019/148, Karlovy Vary;12.8413655;50.2333823;Kaufland Èeská republika, v.o.s.;OD Kaufland Karlovy Vary
Benešova 1000, Kolín;15.1853186;50.02146519999999;Kaufland Èeská republika, v.o.s.;OD Kaufland Kolín
Opavská 1132/14, Krnov;17.7077038;50.08732020000001;Kaufland Èeská republika, v.o.s.;OD Kaufland Krnov
Ortenova 188, Kutná Hora;15.2837442;49.96091819999999;Kaufland Èeská republika, v.o.s.;OD Kaufland Kutná Hora
Dr. Milady Horákové 586/90, Liberec;15.0556022;50.7517986;Kaufland Èeská republika, v.o.s.;OD Kaufland Liberec II.
Václava Majera 2898, Louny;13.8159108;50.353226;Kaufland Èeská republika, v.o.s.;OD Kaufland Louny
Chebská 713/16a, Mariánské Láznì;12.6975899;49.9655332;Kaufland Èeská republika, v.o.s.;OD Kaufland Mariánské Láznì
Klášterní 3630, Mìlník;14.4748285;50.3582192;Kaufland Èeská republika, v.o.s.;OD Kaufland Mìlník
Kabátnická 1701/2, Most;13.6468351;50.5120093;Kaufland Èeská republika, v.o.s.;OD Kaufland Most
Kolínská 2507, Nymburk;15.0443893;50.1773655;Kaufland Èeská republika, v.o.s.;OD Kaufland Nymburk
Hluèínská, Opava;17.9253725;49.944724;Kaufland Èeská republika, v.o.s.;OD Kaufland Opava
S. K. Neumanna 2819, Pardubice;15.7789178;50.02616;Kaufland Èeská republika, v.o.s.;OD Kaufland Pardubice II.
Praská 2276, Pelhøimov;15.2114831;49.4392911;Kaufland Èeská republika, v.o.s.;OD Kaufland Pelhøimov
V tøešòovce 232/2, Praha;14.4996718;50.0928301;Kaufland Èeská republika, v.o.s.;OD Kaufland Praha - Jarov
Støelnièná 2270/46, Praha;14.482283;50.1275209;Kaufland Èeská republika, v.o.s.;OD Kaufland Praha - Malı Klín
Voctáøova 2401/8, Praha;14.4683455;50.10205329999999;Kaufland Èeská republika, v.o.s.;OD Kaufland Praha - Palmovka
Lipnická 2936/4, Pøerov;17.4458397;49.4642105;Kaufland Èeská republika, v.o.s.;OD Kaufland Pøerov
Husova 622, Pøíbram;13.9976442;49.6926828;Kaufland Èeská republika, v.o.s.;OD Kaufland Pøíbram
Josefa Rùièky 1226, Rokycany;13.6002639;49.7389471;Kaufland Èeská republika, v.o.s.;OD Kaufland Rokycany
Karla Havlíèka Borovského 2087, Sokolov;12.6749253;50.1766443;Kaufland Èeská republika, v.o.s.;OD Kaufland Sokolov
Antonína Slavíèka 892/1, Svitavy;16.4781616;49.7529732;Kaufland Èeská republika, v.o.s.;OD Kaufland Svitavy
Brnìnská 360, Tøebíè;15.895059;49.2147941;Kaufland Èeská republika, v.o.s.;OD Kaufland Tøebíè
Mìsta Mayen 1496, Uherské Hradištì;17.4740585;49.0710992;Kaufland Èeská republika, v.o.s.;OD Kaufland Uherské Hradištì
Vlènovská 2514, Uherskı Brod;17.6420052;49.0215989;Kaufland Èeská republika, v.o.s.;OD Kaufland Uherskı Brod
Cukrovarská 492/4, Vyškov;16.9941755;49.2748267;Kaufland Èeská republika, v.o.s.;OD Kaufland Vyškov
Blanická 1831, Vlašim;14.8938823;49.7042126;Lidl Èeská republika, v.o.s.;
Na Baních 1475, Praha;14.3810003;49.9634121;Lidl Èeská republika, v.o.s.;
Mladoboleslavská 3617, Mìlník;14.4915675;50.34860949999999;Lidl Èeská republika, v.o.s.;
Dukelskıch hrdinù 1640, Kladno;14.1052899;50.1468864;Lidl Èeská republika, v.o.s.;
Benešova 1530, Støíbro;12.9959959;49.75456089999999;Lidl Èeská republika, v.o.s.;
Díly VI 5478, Zlín;17.6932228;49.2253134;Lidl Èeská republika, v.o.s.;
Na poøíèí 1068/23, Praha;14.4339121;50.0903159;Lidl Èeská republika, v.o.s.;
Tovární 1173, Lovosice;14.0449833;50.5132203;Lidl Èeská republika, v.o.s.;
Skláøská 584, Vimperk;13.7875835;49.0571334;Lidl Èeská republika, v.o.s.;
Spojovací 376, Bílina;13.6254857;50.51170159999999;Lidl Èeská republika, v.o.s.;
Krkonošská 658, Tanvald;15.3065689;50.73607459999999;Lidl Èeská republika, v.o.s.;
Ústecká 1933, Dìèín;14.2015416;50.7721361;Lidl Èeská republika, v.o.s.;
Brnìnská 471/11, Vyškov;16.9921969;49.2738071;Lidl Èeská republika, v.o.s.;
17. listopadu 1431, Orlová;18.4443001;49.8631232;Lidl Èeská republika, v.o.s.;
Lidická 156, Tøinec;18.6657058;49.67707979999999;Lidl Èeská republika, v.o.s.;
Nádraní 586, Semily;15.3279051;50.6016156;Lidl Èeská republika, v.o.s.;
Kolínská 1701/30, Nymburk;15.0448387;50.1783621;Lidl Èeská republika, v.o.s.;
Budìjovická 1143, Jesenice;14.5171853;49.96567959999999;Lidl Èeská republika, v.o.s.;
Kapitána Jaroše 836/66, Svitavy;16.4785504;49.7439861;Lidl Èeská republika, v.o.s.;
Adámkova tøída 1647, Hlinsko;15.9141131;49.76420760000001;Lidl Èeská republika, v.o.s.;
Píseèná 5583, Chomutov;13.446422;50.4891938;Lidl Èeská republika, v.o.s.;
Trocnovská 663, Trhové Sviny;14.6297576;48.8438025;Lidl Èeská republika, v.o.s.;
Víta Nejedlého 1083/14, Hradec Králové;15.8584861;50.2135306;Lidl Èeská republika, v.o.s.;
ikova 3745, Havlíèkùv Brod;15.5993473;49.6069989;Lidl Èeská republika, v.o.s.;
Prùmyslová 897, eleznı Brod;15.2494879;50.640221;Lidl Èeská republika, v.o.s.;
1. máje 914/19, Mohelnice;16.9301649;49.7752278;Lidl Èeská republika, v.o.s.;
Vratislavická 1098/22, Liberec;15.0707438;50.747757;Lidl Èeská republika, v.o.s.;
Køièkova 1555, Nové Mìsto na Moravì;16.0800695;49.5678239;Lidl Èeská republika, v.o.s.;
Revoluèní tøída 221, Novı Bydov;15.4879617;50.2343051;Lidl Èeská republika, v.o.s.;
Hradecká 1180, Holice;15.981948;50.07295970000001;Lidl Èeská republika, v.o.s.;
Velehradská 451/4b, Kromìøí;17.3903966;49.2922314;Lidl Èeská republika, v.o.s.;
Dvoøákova 4054/10, Hodonín;17.1204008;48.8519995;Lidl Èeská republika, v.o.s.;
Vršovická 1525/1a, Praha;14.4446964;50.0668936;Lidl Èeská republika, v.o.s.;
Brnìnská 1587/65, Moravská Tøebová;16.6580652;49.7514286;Lidl Èeská republika, v.o.s.;
Brnìnská 1342, Rosice;16.4032628;49.1837335;Lidl Èeská republika, v.o.s.;
tø. Masarykova 170, Veselí nad Moravou;17.3855537;48.9552018;Lidl Èeská republika, v.o.s.;
Plzeòská 724, Beroun;14.0465806;49.9524911;Lidl Èeská republika, v.o.s.;
Kostelecká 257, Neratovice;14.533065;50.2492534;Lidl Èeská republika, v.o.s.;
Sokolovská 2126/5, Novı Jièín;18.010042;49.59784020000001;Lidl Èeská republika, v.o.s.;
K Voøechu 1494, Mnichovo Hradištì;14.9713217;50.5161464;Lidl Èeská republika, v.o.s.;
Plhovská 2066, Náchod;16.1673189;50.4191081;Lidl Èeská republika, v.o.s.;
Prùmyslová 570, Tın nad Vltavou;14.4198927;49.21732429999999;Lidl Èeská republika, v.o.s.;
Chebská 836/23a, Mariánské Láznì;12.6938633;49.9634886;Lidl Èeská republika, v.o.s.;
Napajedelská 1809, Otrokovice;17.5364284;49.1986623;Lidl Èeská republika, v.o.s.;
28. øíjna 1607/16, Mikulov;16.6278133;48.8057908;Lidl Èeská republika, v.o.s.;
Hradecká 127, Vysoké Mıto;16.1516745;49.9568046;Lidl Èeská republika, v.o.s.;
Uhøínìveská 850, Prùhonice;14.5660855;50.0044041;Lidl Èeská republika, v.o.s.;
Karla Havlíèka Borovského 2145, Sokolov;12.6753696;50.1751504;Lidl Èeská republika, v.o.s.;
Ouvalova 427, Slanı;14.0894332;50.2283203;Lidl Èeská republika, v.o.s.;
Okruní 1339/12, Rımaøov;17.2724875;49.9303636;Lidl Èeská republika, v.o.s.;
Hviezdoslavova 1288/2, Brno;16.6692291;49.1825457;Lidl Èeská republika, v.o.s.;
Slánská 1699/1a, Praha;14.3111475;50.0743142;Lidl Èeská republika, v.o.s.;
Èimická 831/43, Praha;14.42996;50.13220099999999;Lidl Èeská republika, v.o.s.;
Tyršova 1731/66, Kuøim;16.5471632;49.2962953;Lidl Èeská republika, v.o.s.;
Osecká 1525, Duchcov;13.7469223;50.6071807;Lidl Èeská republika, v.o.s.;
Záluská 1120, Tøemošná;13.3889356;49.8170604;Lidl Èeská republika, v.o.s.;
kpt. Jaroše 1954, Kadaò;13.2714713;50.3838315;Lidl Èeská republika, v.o.s.;
Tìšínská 2912/36, Opava;17.914094;49.9340268;Lidl Èeská republika, v.o.s.;
Zámìstí 1739, Choceò;16.221533;50.0031182;Lidl Èeská republika, v.o.s.;
U Nádraí 1233/4, Havíøov;18.4123228;49.7926584;Lidl Èeská republika, v.o.s.;
Vladycká 1532/2, Praha;14.52668;50.0535934;Lidl Èeská republika, v.o.s.;
Kolbenova 956/27a, Praha;14.5369131;50.1098264;Lidl Èeská republika, v.o.s.;
Štefánikova 1409/18c, Kopøivnice;18.1482689;49.6000857;Lidl Èeská republika, v.o.s.;
Americká 2768, Kladno;14.1135398;50.12970079999999;Lidl Èeská republika, v.o.s.;
Nádraní 2445/33, Šternberk;17.2880678;49.721436;Lidl Èeská republika, v.o.s.;
tø. 1. máje 3255/2, Bøeclav;16.8693374;48.7537145;Lidl Èeská republika, v.o.s.;
Jiráskova 1569, Rychnov nad Knìnou;16.2711996;50.16599009999999;Lidl Èeská republika, v.o.s.;
Chomutovská 211, Klášterec nad Ohøí;13.1712929;50.3844613;Lidl Èeská republika, v.o.s.;
Sobìslavská 3069, Tábor;14.6874989;49.397218;Lidl Èeská republika, v.o.s.;
17. listopadu 6225/74, Ostrava;18.163343;49.829675;Lidl Èeská republika, v.o.s.;
Letná 641/59, Liberec;15.0412153;50.7811988;Lidl Èeská republika, v.o.s.;
Zámecká 186, Doksy;14.6496685;50.5647574;Lidl Èeská republika, v.o.s.;
Lhotecká 444/3a, Praha;14.4246237;50.0153878;Lidl Èeská republika, v.o.s.;
Tovární 112, Èeskı Krumlov;14.3345393;48.8349292;Lidl Èeská republika, v.o.s.;
Sedlecká 1170, Sedlèany;14.4260519;49.6534288;Lidl Èeská republika, v.o.s.;
Sjízdná 1157/1, Ostrava;18.1986881;49.82594400000001;Lidl Èeská republika, v.o.s.;
Celní 1461/2, Hluèín;18.1832259;49.8975601;Lidl Èeská republika, v.o.s.;
Meziøíèská 2302, Ronov pod Radhoštìm;18.1328317;49.4602415;Lidl Èeská republika, v.o.s.;
Nábøeí 5428, Zlín;17.6543241;49.22790699999999;Lidl Èeská republika, v.o.s.;
Popradská 1510, Ústí nad Orlicí;16.4044307;49.9775552;Lidl Èeská republika, v.o.s.;
Hnìvkovského 700/65b, Brno;16.6255579;49.1716451;Lidl Èeská republika, v.o.s.;
V korytech 1535/65, Praha;14.4932691;50.0639773;Lidl Èeská republika, v.o.s.;
Èeskobrodská 200/23, Praha;14.5137867;50.0930811;Lidl Èeská republika, v.o.s.;
Vıstupní 3422/2a, Ústí nad Labem;14.0480752;50.6733932;Lidl Èeská republika, v.o.s.;
M. R. Štefánika 2991/30, Šumperk;16.9763925;49.96065609999999;Lidl Èeská republika, v.o.s.;
Hornomìcholupská 576, Praha;14.5669626;50.0413828;Lidl Èeská republika, v.o.s.;
Obchodní 877, Sobìslav;14.7127854;49.2637957;Lidl Èeská republika, v.o.s.;
Plzeòská 1031, Rokycany;13.5928926;49.7380972;Lidl Èeská republika, v.o.s.;
Americká 336/44, Františkovy Láznì;12.3468536;50.1274216;Lidl Èeská republika, v.o.s.;
Zahradní 1463, Frıdlant;15.0826713;50.920466;Lidl Èeská republika, v.o.s.;
Palackého tøída 2980/152, Brno;16.5916679;49.2304974;Lidl Èeská republika, v.o.s.;
Riegrova 2221, Hoøice;15.6463308;50.3691275;Lidl Èeská republika, v.o.s.;
Postoloprtská 2786, Louny;13.7756438;50.3558434;Lidl Èeská republika, v.o.s.;
U Knihovny 1174, Jindøichùv Hradec;15.0105771;49.1511276;Lidl Èeská republika, v.o.s.;
Hálkova 1647, Humpolec;15.3556569;49.5390448;Lidl Èeská republika, v.o.s.;
Újezd 2169/19, Prostìjov;17.1189478;49.4708147;Lidl Èeská republika, v.o.s.;
Dukelská, Opava;17.8887748;49.9371628;Lidl Èeská republika, v.o.s.;
Opatovská 960/20, Praha;14.5328482;50.0306141;Lidl Èeská republika, v.o.s.;
Èeskomoravská 930/22, Praha;14.4994973;50.1018587;Lidl Èeská republika, v.o.s.;
Zeyerova 1932/11, Bruntál;17.4548565;49.9879943;Lidl Èeská republika, v.o.s.;
Praská 824, Èeská Kamenice;14.4217029;50.79931819999999;Lidl Èeská republika, v.o.s.;
Jièínská 1369, Mladá Boleslav;14.9336144;50.4119148;Lidl Èeská republika, v.o.s.;
Karlovarská 1207, Nové Strašecí;13.8956546;50.1575441;Lidl Èeská republika, v.o.s.;
Lorencova alej 1091, Lanškroun;16.6098904;49.9092564;Lidl Èeská republika, v.o.s.;
Bayerova 792/23, Brno;16.6011868;49.2075359;Lidl Èeská republika, v.o.s.;
Okruní 881/7, Brno;16.6245452;49.2217206;Lidl Èeská republika, v.o.s.;
Studentská 2215/2, ïár nad Sázavou;15.9416352;49.56520709999999;Lidl Èeská republika, v.o.s.;
V Štíhlách 226, Praha;14.4535098;50.0193682;Lidl Èeská republika, v.o.s.;
Sadová 918, Planá;12.7335748;49.8660471;Lidl Èeská republika, v.o.s.;
Tupolevova 722, Praha;14.501261;50.1337239;Lidl Èeská republika, v.o.s.;
Jugoslávská 3139/30, Ostrava;18.243818;49.8040461;Lidl Èeská republika, v.o.s.;
Konìvova 1962/111, Praha;14.4708458;50.0912601;Lidl Èeská republika, v.o.s.;
Revoluèní 958/49, Krnov;17.6927081;50.0877577;Lidl Èeská republika, v.o.s.;
Riegrova 1149, Jièín;15.3573527;50.4319358;Lidl Èeská republika, v.o.s.;
Šunychelská 1232, Bohumín;18.3578313;49.9088632;Lidl Èeská republika, v.o.s.;
Lánovská 1545, Vrchlabí;15.6181939;50.62029380000001;Lidl Èeská republika, v.o.s.;
Nádraní 172, Holıšov;13.1019909;49.5984863;Lidl Èeská republika, v.o.s.;
Hartenberská 2533/2, Praha;14.5905816;50.1097531;Lidl Èeská republika, v.o.s.;
Novosibøinská 2227, Praha;14.671298;50.07420639999999;Lidl Èeská republika, v.o.s.;
Èerveòanského 2723/29, Praha;14.3339808;50.04041910000001;Lidl Èeská republika, v.o.s.;
Nová 1992, Hranice;17.7473596;49.558644;Lidl Èeská republika, v.o.s.;
Vídeòská 281/77, Brno;16.5961732;49.1788605;Lidl Èeská republika, v.o.s.;
Jiráskova 5201/66, Jihlava;15.5756768;49.4027805;Lidl Èeská republika, v.o.s.;
Gerská 2070/1, Plzeò;13.3648634;49.7729264;Lidl Èeská republika, v.o.s.;
Znojemská 1382, Tøebíè;15.884946;49.2035979;Lidl Èeská republika, v.o.s.;
Hrádecká 1261, Sušice;13.5216414;49.2403276;Lidl Èeská republika, v.o.s.;
Suchdolská 934, Horomìøice;14.3457568;50.1414114;Lidl Èeská republika, v.o.s.;
Vojtíškova 1783/2, Praha;14.4926359;50.0254585;Lidl Èeská republika, v.o.s.;
Havlíèkovo nám. 1399/15, Rudná;14.2308053;50.0343526;Lidl Èeská republika, v.o.s.;
Praská 1005, Kolín;15.1837425;50.0309985;Lidl Èeská republika, v.o.s.;
Velkomoravská 488/29, Olomouc;17.2483419;49.5822317;Lidl Èeská republika, v.o.s.;
Bìlehradská 548, Pardubice;15.7612465;50.0475712;Lidl Èeská republika, v.o.s.;
Holešovská 31, Bystøice pod Hostınem;17.6491719;49.3835428;Lidl Èeská republika, v.o.s.;
Wolkerova 5546, Chomutov;13.4079405;50.4609126;Lidl Èeská republika, v.o.s.;
Palackého tøída 2760, Pardubice;15.7503473;50.0327223;Lidl Èeská republika, v.o.s.;
Èsl. armády 488, Hostivice;14.2546049;50.0807464;Lidl Èeská republika, v.o.s.;
K Barrandovu 1139/3, Praha;14.3835375;50.03271909999999;Lidl Èeská republika, v.o.s.;
Otakara Kubína 2339, Boskovice;16.6483744;49.4917387;Lidl Èeská republika, v.o.s.;
Na Kamenci 2148, Turnov;15.1557522;50.5804011;Lidl Èeská republika, v.o.s.;
Alej 17. listopadu 2692, Roudnice nad Labem;14.2460733;50.4230689;Lidl Èeská republika, v.o.s.;
Horymírova 3450, Frıdek-Místek;18.3628552;49.6841122;Lidl Èeská republika, v.o.s.;
Kamıcká 2273, Litomìøice;14.1165667;50.5420725;Lidl Èeská republika, v.o.s.;
Nerudova 267/28, Kyjov;17.1240138;49.0070542;Lidl Èeská republika, v.o.s.;
Novosedlická 3216, Teplice;13.821808;50.6470658;Lidl Èeská republika, v.o.s.;
Praská 1659, Dobøíš;14.1846677;49.7883532;Lidl Èeská republika, v.o.s.;
Krumlovská 9, Prachatice;14.001008;49.0103848;Lidl Èeská republika, v.o.s.;
B. Nìmcové 2148, Èeské Budìjovice;14.4714807;48.96772;Lidl Èeská republika, v.o.s.;
Vıchodní 2063, Staré Mìsto;17.4561299;49.07728110000001;Lidl Èeská republika, v.o.s.;
Dukel. hrdinù 2664, Rakovník;13.7144341;50.107298;Lidl Èeská republika, v.o.s.;
Veltruská 808, Kralupy nad Vltavou;14.3193643;50.2521992;Lidl Èeská republika, v.o.s.;
Palackého 1357, Napajedla;17.5159239;49.1758149;Lidl Èeská republika, v.o.s.;
B. Egermanna 851, Novı Bor;14.5407484;50.7660265;Lidl Èeská republika, v.o.s.;
Vejprnická 1157/32, Plzeò;13.3401688;49.744228;Lidl Èeská republika, v.o.s.;
Ronovská 864, Valašské Meziøíèí;17.9803467;49.4777087;Lidl Èeská republika, v.o.s.;
Dolní Kamenná 1025/8, Karlovy Vary;12.8489165;50.2319411;Lidl Èeská republika, v.o.s.;
Lipnická 3253/1c, Pøerov;17.4403162;49.4625866;Lidl Èeská republika, v.o.s.;
Frıdlantská 2197, Frıdek-Místek;18.3488218;49.6667542;Lidl Èeská republika, v.o.s.;
Praská 396/23, Rumburk;14.5588118;50.9449903;Lidl Èeská republika, v.o.s.;
Jana Kouly 1369, Èeskı Brod;14.8631276;50.0725582;Lidl Èeská republika, v.o.s.;
Zahradní 1052, Kosmonosy;14.923961;50.4333535;Lidl Èeská republika, v.o.s.;
Olbrachtova 1946/64, Praha;14.4490136;50.0446136;Lidl Èeská republika, v.o.s.;
K Jatkám 1275, Blatná;13.883344;49.4222416;Lidl Èeská republika, v.o.s.;
Na slupi 2102/2b, Praha;14.4225208;50.0665276;Lidl Èeská republika, v.o.s.;
Všeboøická 359/51, Ústí nad Labem;13.9960076;50.6834517;Lidl Èeská republika, v.o.s.;
Hradecká 952, Jaromìø;15.9077072;50.3460298;Lidl Èeská republika, v.o.s.;
Lazecká 49/33, Olomouc;17.2515542;49.6027196;Lidl Èeská republika, v.o.s.;
Krajíøova 16, Daèice;15.43831;49.0827099;Lidl Èeská republika, v.o.s.;
Jablunkovská 2021/54, Èeskı Tìšín;18.6200458;49.7338516;Lidl Èeská republika, v.o.s.;
Masarykova 1649, Holešov;17.5859341;49.3287628;Lidl Èeská republika, v.o.s.;
Èeskoslovenské armády 2151/30, Zábøeh;16.8837999;49.8774232;Lidl Èeská republika, v.o.s.;
Praská 505, Lety;14.2576433;49.9233612;Lidl Èeská republika, v.o.s.;
Anenská 4511/27, Prostìjov;17.0906676;49.469622;Lidl Èeská republika, v.o.s.;
Sladovní 113/1, Olomouc;17.2779204;49.60335689999999;Lidl Èeská republika, v.o.s.;
Doudlevecká 2834/67a, Plzeò;13.379024;49.7344079;Lidl Èeská republika, v.o.s.;
Obchodní 1446, Ostrov;12.9410711;50.3121233;Lidl Èeská republika, v.o.s.;
Pøímìtická 3658/66, Znojmo;16.0437544;48.8667154;Lidl Èeská republika, v.o.s.;
Praská, Nehvizdy;14.7267955;50.1304347;Lidl Èeská republika, v.o.s.;
Tø. Maršála Malinovského 436, Uherské Hradištì;17.4646042;49.0581782;Lidl Èeská republika, v.o.s.;
Chrudimská 1773, Èáslav;15.4017591;49.9121412;Lidl Èeská republika, v.o.s.;
Revoluèní 1336, Nıøany;13.2023837;49.7133634;Lidl Èeská republika, v.o.s.;
Moravská 2114, Tachov;12.6357547;49.8024601;Lidl Èeská republika, v.o.s.;
Generála Klapálka 798, Vsetín;18.0011079;49.3276836;Lidl Èeská republika, v.o.s.;
Kpt. Jaroše 3047, Tábor;14.6507874;49.4191535;Lidl Èeská republika, v.o.s.;
Evropská 337, Pøíbram;14.0058756;49.69511379999999;Lidl Èeská republika, v.o.s.;
Trnkova 2772/121, Brno;16.6679555;49.20048329999999;Lidl Èeská republika, v.o.s.;
Lípová 664/2, Liberec;15.0592978;50.7654818;Lidl Èeská republika, v.o.s.;
Budišovská 1010, Vítkov;17.7457139;49.77740989999999;Lidl Èeská republika, v.o.s.;
Na Okrouhlíku 1707/25a, Hradec Králové;15.8133233;50.2184442;Lidl Èeská republika, v.o.s.;
Ing. Fr. Janeèka 546, Tınec nad Sázavou;14.5889923;49.83215209999999;Lidl Èeská republika, v.o.s.;
Riegrova 5030/23, Jablonec nad Nisou;15.1641273;50.7315322;Lidl Èeská republika, v.o.s.;
Dr. E. Beneše 641, Èeská Tøebová;16.4401398;49.91184639999999;Lidl Èeská republika, v.o.s.;
Labská 1500, Èeské Budìjovice;14.4535323;48.9961984;Lidl Èeská republika, v.o.s.;
Neffova 299/1, Lipník nad Beèvou;17.5829474;49.5267713;Lidl Èeská republika, v.o.s.;
U Bílého sloupu 2147, Litvínov;13.6052482;50.5933044;Lidl Èeská republika, v.o.s.;
Brnìnská 1359/58, Hustopeèe;16.7308716;48.9453626;Lidl Èeská republika, v.o.s.;
Dukelská 2974/2, Opava;17.88852;49.9378629;Lidl Èeská republika, v.o.s.;
Revoluèní tøída, Novı Bydov;15.4879617;50.2343051;Lidl Èeská republika, v.o.s.;
Selbská 2883, Aš;12.1761821;50.2171781;Lidl Èeská republika, v.o.s.;
Praská 3330, Varnsdorf;14.6185771;50.9071695;Lidl Èeská republika, v.o.s.;
Riegrova, Hoøice;15.6463308;50.3691275;Lidl Èeská republika, v.o.s.;
Brnìnská 1870/33a, Hradec Králové;15.8509028;50.18982519999999;Lidl Èeská republika, v.o.s.;
Nádraní 2558, Písek;14.1452322;49.29900019999999;Lidl Èeská republika, v.o.s.;
Domalická 884, Klatovy;13.286578;49.3950206;Lidl Èeská republika, v.o.s.;
Lodská 831/30, Praha;14.4292444;50.1321161;Lidl Èeská republika, v.o.s.;
Prùmyslová 260, Brandıs nad Labem-Stará Boleslav;14.6643024;50.1758684;Lidl Èeská republika, v.o.s.;
Vlènovská 2462, Uherskı Brod;17.6454168;49.0209076;Lidl Èeská republika, v.o.s.;
Velebudická 3303/1a, Most;13.6538237;50.49094789999999;Lidl Èeská republika, v.o.s.;
Táborská 894, Votice;14.6506652;49.6367527;Lidl Èeská republika, v.o.s.;
Praská 520, Nová Paka;15.5122328;50.4963518;Lidl Èeská republika, v.o.s.;
Dornych 451/39, Brno;16.6207841;49.1868439;Lidl Èeská republika, v.o.s.;
Komenského 383, Broumov;16.3299869;50.5885637;Lidl Èeská republika, v.o.s.;
Praská 823, Chlumec nad Cidlinou;15.4477559;50.1582377;Lidl Èeská republika, v.o.s.;
Kbelská 919/31, Praha;14.5106179;50.1231011;Lidl Èeská republika, v.o.s.;
Vítìzná 2117/21, Karlovy Vary;12.8741065;50.2347596;Lidl Èeská republika, v.o.s.;
Jakuba Obrovského 228/1a, Brno;16.532925;49.2259629;Lidl Èeská republika, v.o.s.;
Plzeòská 3042/383, Ostrava;18.2454576;49.77481909999999;Lidl Èeská republika, v.o.s.;
Volyòskıch Èechù 3094, atec;13.545024;50.31808590000001;Lidl Èeská republika, v.o.s.;
Svitavská 2393/16b, Blansko;16.6437386;49.3567524;Lidl Èeská republika, v.o.s.;
Purkyòova 3111, Èeská Lípa;14.543511;50.6931581;Lidl Èeská republika, v.o.s.;
Fügnerova 1543/10a, Hoøovice;13.8971984;49.8386648;Lidl Èeská republika, v.o.s.;
Èernokostelecká 2110/20, Øíèany;14.6575717;50.0038007;Lidl Èeská republika, v.o.s.;
Okruní 4967/15, Jihlava;15.6062729;49.4017243;Lidl Èeská republika, v.o.s.;
Vodní 2453/1, Cheb;12.3697002;50.083842;Lidl Èeská republika, v.o.s.;
Polská 432, Trutnov;15.9090923;50.5653838;Lidl Èeská republika, v.o.s.;
Tìšínská 1486/19, Plzeò;13.4079794;49.7505792;Lidl Èeská republika, v.o.s.;
Èervené Vršky 2179, Benešov;14.6823353;49.78946620000001;Lidl Èeská republika, v.o.s.;
Ellerova 1291, Strakonice;13.9131707;49.2606964;Lidl Èeská republika, v.o.s.;
Tovární 1395, Chrudim;15.7969027;49.9551043;Lidl Èeská republika, v.o.s.;
tø. 17. listopadu 873/6, Karviná;18.5545074;49.8446429;Lidl Èeská republika, v.o.s.;
Horní 1117, Chodov;12.7468156;50.23246109999999;Lidl Èeská republika, v.o.s.;
Bezruèova 1330/4a, Jeseník;17.2056142;50.2358932;Lidl Èeská republika, v.o.s.;
Nároní 1488/8, Praha;14.3306438;50.0540276;Lidl Èeská republika, v.o.s.;
Praská 2174, Pelhøimov;15.2146681;49.43820239999999;Lidl Èeská republika, v.o.s.;
U Stadiónu 3255/1, Ostrava;18.3164117;49.7696567;Lidl Èeská republika, v.o.s.;
Vsetínská 414, Karolinka;18.2432691;49.3509476;Penny Market, s.r.o.;Penny Market
1. máje 1089, Zruè nad Sázavou;15.1012831;49.7460362;Penny Market, s.r.o.;Penny Market
Tø. 1. máje 1152, Pøeštice;13.3279798;49.581491;Penny Market, s.r.o.;Penny Market
Frimlova 963/1, Karlovy Vary;12.8372834;50.2384286;Penny Market, s.r.o.;Penny Market
Vracovská 1550, Bzenec;17.2605383;48.9743141;Penny Market, s.r.o.;Penny Market
Tyršova 393, Semily;15.3325491;50.6016365;Penny Market, s.r.o.;Penny Market
Rudé armády 1469, Kostelec nad Orlicí;16.218451;50.1226602;Penny Market, s.r.o.;Penny Market
Edvarda Beneše 581/21a, Plzeò;13.3784853;49.7262627;Penny Market, s.r.o.;Penny Market
