ADRESA,,x,y,FIRMA,NAZEV,SUMCID,COUNT
"Bělohorská 161, Brno",Brno,16.661348000000000,49.190182900000003,"Tesco Stores ČR, a.s.",Supermarket Tesco Brno Juliánov,5973454.0000000000000000,5383.0000000000000000
"Mendlovo náměstí 686/15a, Brno",Brno,16.593481900000000,49.189541200000001,"AHOLD Czech Republic, a. s.",,12501777.0000000000000000,12414.0000000000000000
"Mohylová 1139/55, Plzeň",Plzeň,13.418694400000000,49.754678100000000,"Tesco Stores ČR, a.s.",Supermarket Tesco Plzeň,143662725.0000000000000000,11911.0000000000000000
"Slánská 1699/1a, Praha",Praha,14.311147500000001,50.074314200000003,"Lidl Česká republika, v.o.s.",,72221661.0000000000000000,5621.0000000000000000
"Hráského 2231/25, Praha",Praha,14.490767099999999,50.028855399999998,"Billa, s.r.o.",,82426430.0000000000000000,5554.0000000000000000
"Plaská 1265/7, Plzeň",Plzeň,13.380789399999999,49.778458499999999,"Billa, s.r.o.",,129564703.0000000000000000,10214.0000000000000000
"Sukova 2895/23, Plzeň",Plzeň,13.362388700000000,49.728078500000002,"Kaufland Česká republika, v.o.s.",OD Kaufland Plzeň II.,80235093.0000000000000000,6664.0000000000000000
"Fr. Křižíka 505, Tábor",Tábor,14.664523700000000,49.413058100000001,"Billa, s.r.o.",,54744998.0000000000000000,3996.0000000000000000
"Ludvíka Podéště 1969/23, Ostrava Poruba",Ostrava,18.156578000000000,49.844400099999987,"AHOLD Czech Republic, a. s.",,196789772.0000000000000000,18693.0000000000000000
"Rudná 2973/2, Ostrava",Ostrava,18.273147000000002,49.808313899999987,"Penny Market, s.r.o.",Penny Market,78161287.0000000000000000,6820.0000000000000000
"Palachova 1404, Liberec",Liberec,15.060047200000000,50.768812199999999,"Billa, s.r.o.",,27873593.0000000000000000,3450.0000000000000000
"Štemberkova, Rychnov nad Kněžnou",Rychnov nad Kněžnou,16.278850700000000,50.155121800000003,"Kaufland Česká republika, v.o.s.",Kaufland Rychnov nad Kněžnou,90431018.0000000000000000,5974.0000000000000000
"Děčínská 246, Benešov nad Ploučnicí",Benešov nad Ploučnicí,14.295157800000000,50.741430999999999,"Tesco Stores ČR, a.s.",Supermarket Tesco Benešov nad Ploučnicí,138080918.0000000000000000,11082.0000000000000000
"Teplická 345, Děčín",Děčín,14.152625900000000,50.781237099999998,"Tesco Stores ČR, a.s.",Supermarket Tesco Děčín - Bynov,117905523.0000000000000000,10824.0000000000000000
"Choceradská 3214/44, Praha",Praha,14.493250300000000,50.048164499999999,"Penny Market, s.r.o.",,48571147.0000000000000000,3833.0000000000000000
"Temenická 2860/42, Šumperk",Šumperk,16.965118300000000,49.969627600000003,"AHOLD Czech Republic, a. s.",,202787175.0000000000000000,14122.0000000000000000
"Lodžská 831/30, Praha",Praha,14.429244400000000,50.132116099999998,"Lidl Česká republika, v.o.s.",,33185202.0000000000000000,2559.0000000000000000
"Nádražní 2558, Písek",Písek,14.145232200000001,49.299000199999988,"Lidl Česká republika, v.o.s.",,108460923.0000000000000000,8195.0000000000000000
"Letenské nám. 38/7, Praha",Praha,14.423797799999999,50.100248999999998,"Billa, s.r.o.",,167277663.0000000000000000,13075.0000000000000000
"Štěpánská 192, Vsetín",Vsetín,17.987669100000002,49.335576199999998,"Penny Market, s.r.o.",,305322150.0000000000000000,20406.0000000000000000
"Na Ohradě 2, Strakonice",Strakonice,13.907956499999999,49.258937900000006,"Billa, s.r.o.",,106841267.0000000000000000,6907.0000000000000000
"Olbrachtova 1946/64, Praha",Praha,14.449013600000001,50.044613599999998,"Lidl Česká republika, v.o.s.",,10828503.0000000000000000,823.0000000000000000
"Nádražní 42, Adamov",Adamov,16.650468199999999,49.300977799999998,"AHOLD Czech Republic, a. s.",,99988614.0000000000000000,10524.0000000000000000
"Srbická 464, Teplice",Teplice,13.863714600000000,50.661042799999997,"AHOLD Czech Republic, a. s.",,50618109.0000000000000000,5078.0000000000000000
"U průhonu 800/13, Praha 7",Praha,14.451124300000000,50.105235800000003,"AHOLD Czech Republic, a. s.",,59938952.0000000000000000,4682.0000000000000000
"Brněnská 1144/28, Žďár nad Sázavou",Žďár nad Sázavou,15.949862500000000,49.556261499999998,"Penny Market, s.r.o.",,86601992.0000000000000000,5769.0000000000000000
"Archeologická 2256/1, Praha",Praha,14.331559199999999,50.044063999999999,"Billa, s.r.o.",Lužiny,140443448.0000000000000000,6802.0000000000000000
"Na Sádkách 1444, České Budějovice",České Budějovice,14.462733200000001,48.973751499999999,"Kaufland Česká republika, v.o.s.",OD Kaufland České Budějovice,8717354.0000000000000000,1131.0000000000000000
"Velehradská 451/4b, Kroměříž",Kroměříž,17.390396599999999,49.292231399999999,"Lidl Česká republika, v.o.s.",,48841363.0000000000000000,4409.0000000000000000
"Zeyerova 1932/11, Bruntál",Bruntál,17.454856500000002,49.987994299999997,"Lidl Česká republika, v.o.s.",,23113671.0000000000000000,5957.0000000000000000
"Malešická 2799/22b, Praha",Praha,14.487408600000000,50.086515899999988,"Penny Market, s.r.o.",Penny Market,121162969.0000000000000000,9530.0000000000000000
"Bílinská 3490/6, Ústí nad Labem",Ústí nad Labem,14.041087200000000,50.658665599999999,"Billa, s.r.o.",,24112975.0000000000000000,1402.0000000000000000
"Pod Harfou 938/933, Praha 9 - Vysočany",Praha,14.509821100000000,50.103783300000003,"AHOLD Czech Republic, a. s.",,7040134.0000000000000000,546.0000000000000000
"Sběrná 654, Kutná Hora",Kutná Hora,15.275631600000001,49.958004199999998,"Penny Market, s.r.o.",,87498412.0000000000000000,7199.0000000000000000
"Na Rybníčku 874/1, Liberec",Liberec,15.051201700000000,50.765507700000001,"Billa, s.r.o.",,51009244.0000000000000000,5912.0000000000000000
"Italská 50, Kladno",Kladno,14.116645100000000,50.131156099999998,"Kaufland Česká republika, v.o.s.",OD Kaufland Kladno,93924220.0000000000000000,7395.0000000000000000
"Luženská 2725/II, Rakovník",Rakovník,13.735760300000001,50.110645299999987,"Tesco Stores ČR, a.s.",Hypermarket Tesco Rakovník,94645621.0000000000000000,8345.0000000000000000
"Sadová 1364/3, Jeseník",Jeseník,17.206845399999999,50.226659099999999,"Penny Market, s.r.o.",,23056625.0000000000000000,3783.0000000000000000
"Jetřichova 2462, Hostivice",Hostivice,14.233434500000000,50.083988400000003,"Penny Market, s.r.o.",Penny Market,22343687.0000000000000000,4600.0000000000000000
"Brandlova 1599, Praha 4",Praha,14.514995600000001,50.032346799999999,"AHOLD Czech Republic, a. s.",,93493382.0000000000000000,4665.0000000000000000
"Strojírenská 2244/34, Žďár nad Sázavou",Žďár nad Sázavou,15.934985500000000,49.557545699999999,"AHOLD Czech Republic, a. s.",,33048686.0000000000000000,3377.0000000000000000
"Americká 749, Kladno",Kladno,14.122621600000000,50.126070200000001,"Penny Market, s.r.o.",,116343208.0000000000000000,6933.0000000000000000
"Bubeníčkova 4405/1, Brno",Brno,16.636952600000001,49.202982300000002,"Kaufland Česká republika, v.o.s.",OD Kaufland Brno-Židenice,3838721.0000000000000000,3477.0000000000000000
"náměstí Svobody, Teplice",Teplice,13.823539300000000,50.640678999999999,"Spar Česká obchodní společnost, s.r.o.",,9189370.0000000000000000,563.0000000000000000
"Americká 2777, Kladno",Kladno,14.118966000000000,50.126185200000002,"Tesco Stores ČR, a.s.",Hypermarket Kladno,39193242.0000000000000000,2955.0000000000000000
"Žirovnická 3160/8, Praha",Praha,14.492568500000001,50.058209899999987,"Penny Market, s.r.o.",Penny Market,31056162.0000000000000000,2395.0000000000000000
"Horymírova 3450, Frýdek-Místek",Frýdek-Místek,18.362855199999998,49.684112200000001,"Lidl Česká republika, v.o.s.",,42391221.0000000000000000,10696.0000000000000000
"Svitavská 1146/16, Blansko",Blansko,16.641021299999998,49.328563799999998,"Billa, s.r.o.",,16524657.0000000000000000,1116.0000000000000000
"Chebská 897/30, Kynšperk nad Ohří",Kynšperk nad Ohří,12.531150900000000,50.113219800000003,"Penny Market, s.r.o.",,68757996.0000000000000000,9187.0000000000000000
"Krumlovská 9, Prachatice",Prachatice,14.001008000000001,49.010384799999997,"Lidl Česká republika, v.o.s.",,143983843.0000000000000000,9144.0000000000000000
"Purkyňova 3111, Česká Lípa",Česká Lípa,14.543511000000001,50.693158099999998,"Lidl Česká republika, v.o.s.",,41227191.0000000000000000,2027.0000000000000000
"Na Můstku 16, Praha 1",Praha,14.423519199999999,50.084179300000002,"AHOLD Czech Republic, a. s.",,12739635.0000000000000000,1020.0000000000000000
"Romana Havelky 4857/3, Jihlava",Jihlava,15.579963800000000,49.407910100000002,"AHOLD Czech Republic, a. s.",,7501422.0000000000000000,1158.0000000000000000
"Plzeňská 1031, Rokycany",Rokycany,13.592892600000001,49.738097199999999,"Lidl Česká republika, v.o.s.",,61373916.0000000000000000,4403.0000000000000000
"Václavské nám. 21/831, Praha 1",Praha,14.426620200000000,50.082505200000000,"AHOLD Czech Republic, a. s.",,14028441.0000000000000000,1123.0000000000000000
"Víta Nejedlého 1063, Hradec Králové",Hradec Králové,15.852675700000001,50.212207799999987,"AHOLD Czech Republic, a. s.",,31063144.0000000000000000,4924.0000000000000000
"Kolínská 2507, Nymburk",Nymburk,15.044389300000001,50.177365500000001,"Kaufland Česká republika, v.o.s.",OD Kaufland Nymburk,6327483.0000000000000000,967.0000000000000000
"Zámecká 186, Doksy",Doksy,14.649668500000001,50.564757399999998,"Lidl Česká republika, v.o.s.",,69310040.0000000000000000,6855.0000000000000000
"náměstí Václava Vacka 6043/23, Ostrava Pustkovec",Ostrava,18.169288300000002,49.843953599999999,"AHOLD Czech Republic, a. s.",,75195926.0000000000000000,6787.0000000000000000
"Podkrušnohorská, Litvínov",Litvínov,13.598896800000000,50.599383699999997,"Tesco Stores ČR, a.s.",Hypermarket Tesco Litvínov,268971563.0000000000000000,17784.0000000000000000
"Mazurská 488, Praha 8",Praha,14.414486000000000,50.127317599999998,"AHOLD Czech Republic, a. s.",,72501880.0000000000000000,3673.0000000000000000
"Poličská 1561, Hlinsko",Hlinsko,15.918564600000000,49.768038500000003,"Billa, s.r.o.",,66073966.0000000000000000,6399.0000000000000000
"Suvorovova 2071/154, Nový Jičín",Nový Jičín,18.032172599999999,49.606795899999987,"AHOLD Czech Republic, a. s.",,65646910.0000000000000000,6239.0000000000000000
"Ruská 1919/7, Bruntál",Bruntál,17.462334500000001,49.987073799999997,"Billa, s.r.o.",,11024522.0000000000000000,4064.0000000000000000
"Dlouhá 576/1, Brno",Brno,16.581896700000001,49.169898099999997,"AHOLD Czech Republic, a. s.",,13427380.0000000000000000,9945.0000000000000000
"Okružní 4967/15, Jihlava",Jihlava,15.606272900000000,49.401724299999998,"Lidl Česká republika, v.o.s.",,118936426.0000000000000000,9687.0000000000000000
"Na Dolech 5331/107, Jihlava",Jihlava,15.567882500000000,49.409003400000003,"Penny Market, s.r.o.",Penny Market,119425188.0000000000000000,11303.0000000000000000
"Modletice 67, Modletice",Modletice,14.605530900000000,49.976886699999987,"Billa, s.r.o.",,14704485.0000000000000000,1803.0000000000000000
"J. Boreckého 1590, České Budějovice",České Budějovice,14.458625400000001,48.986350899999998,"Tesco Stores ČR, a.s.",Hypermarket Tesco České Budějovice,12976110.0000000000000000,4372.0000000000000000
"Vratislavická 1098/22, Liberec",Liberec,15.070743800000001,50.747757000000000,"Lidl Česká republika, v.o.s.",,145248833.0000000000000000,8785.0000000000000000
"Domažlická 884, Klatovy",Klatovy,13.286578000000000,49.395020600000002,"Lidl Česká republika, v.o.s.",,4742371.0000000000000000,713.0000000000000000
"Dvořákova 4115/6, Hodonín",Hodonín,17.118103600000001,48.853263800000001,"Kaufland Česká republika, v.o.s.",OD Kaufland Hodonín II.,157788864.0000000000000000,23093.0000000000000000
"Vosátkova 285/1, Praha",Praha,14.437226200000000,50.015000999999998,"Billa, s.r.o.",,59690123.0000000000000000,3891.0000000000000000
"Moravská 725, Chropyně",Chropyně,17.364023000000000,49.365075300000001,"AHOLD Czech Republic, a. s.",,168355952.0000000000000000,11016.0000000000000000
"Všebořická 389, Ústí nad Labem",Ústí nad Labem,13.994720299999999,50.684510099999997,"Kaufland Česká republika, v.o.s.",Kaufland Ústí nad Labem II.,62926697.0000000000000000,4059.0000000000000000
"Jugoslávská 3139/30, Ostrava",Ostrava,18.243818000000001,49.804046100000001,"Lidl Česká republika, v.o.s.",,106094478.0000000000000000,9442.0000000000000000
"Nádražní 681/2, Brno",Brno,16.612708699999999,49.191761100000001,"AHOLD Czech Republic, a. s.",,2735683.0000000000000000,2616.0000000000000000
"Horní 283/87, Ostrava",Ostrava,18.248044000000000,49.770299399999999,"Spar Česká obchodní společnost, s.r.o.",,106187259.0000000000000000,10373.0000000000000000
"náměstí Míru 174, Zlín",Zlín,17.668153400000001,49.226557999999997,"Billa, s.r.o.",,9019236.0000000000000000,2775.0000000000000000
"Karlovo náměstí 1999, Náchod",Náchod,16.164746500000000,50.417919099999999,"Billa, s.r.o.",,56609441.0000000000000000,5842.0000000000000000
"Pekárenská 1212/4, České Budějovice",České Budějovice,14.474779600000000,48.983392199999997,"AHOLD Czech Republic, a. s.",,14416713.0000000000000000,6641.0000000000000000
"Bohumínská 1935, Rychvald",Rychvald,18.373843699999998,49.867865399999999,"Penny Market, s.r.o.",,104433276.0000000000000000,7271.0000000000000000
"Arkalycká 757/6, Praha 4",Praha,14.529204300000000,50.031691599999988,"AHOLD Czech Republic, a. s.",,158209056.0000000000000000,9185.0000000000000000
"Čsl. armády 906, Trutnov",Trutnov,15.907119900000000,50.563973300000001,"Billa, s.r.o.",,84477242.0000000000000000,5269.0000000000000000
"Karla Steinera 910/7, Plzeň",Plzeň,13.329046800000000,49.743563700000003,"AHOLD Czech Republic, a. s.",,52063761.0000000000000000,4319.0000000000000000
"Bořkovská 574, Semily",Semily,15.327185099999999,50.598759999999999,"Tesco Stores ČR, a.s.",Supermarket Tesco Semily,59575928.0000000000000000,4093.0000000000000000
"Urbinská 236, Český Krumlov",Český Krumlov,14.330095800000000,48.824117299999997,"Kaufland Česká republika, v.o.s.",OD Kaufland Český Krumlov,120727224.0000000000000000,21563.0000000000000000
"Lábkova 1066/40, Plzeň",Plzeň,13.323808000000000,49.745550599999987,"Penny Market, s.r.o.",,139135334.0000000000000000,11528.0000000000000000
"tř. 1. máje 3345/4, Břeclav",Břeclav,16.876546800000000,48.757521300000001,"Penny Market, s.r.o.",,6611159.0000000000000000,2789.0000000000000000
"Dukelská, Šenov u Nového Jičína",Šenov u Nového Jičína,17.997957299999999,49.610923900000003,"Tesco Stores ČR, a.s.",Hypermarket Tesco Nový Jičín,51389739.0000000000000000,6287.0000000000000000
"U dálnice 744, Brno - Modřice",Brno,16.630558900000000,49.136096999999999,"AHOLD Czech Republic, a. s.",,69621421.0000000000000000,9354.0000000000000000
