ADRESA,,x,y,FIRMA,NAZEV,SUMCID,COUNT
"nám. Míru 101, Domažlice",Domažlice,12.927355500000001,49.439841299999998,"AHOLD Czech Republic, a. s.",,42441522.0000000000000000,6529.0000000000000000
"Starokolínská 1816, Praha",Praha,14.648767200000000,50.077542700000002,"Penny Market, s.r.o.",,62928454.0000000000000000,5027.0000000000000000
"Pod Strážištěm 5392, Chomutov",Chomutov,13.408162700000000,50.475946699999987,"Penny Market, s.r.o.",,183000939.0000000000000000,10976.0000000000000000
"Grmelova 2032/2, Ostrava",Ostrava,18.248497799999999,49.836295999999997,"Kaufland Česká republika, v.o.s.",OD Kaufland Ostrava - Mariánské Hory,99537136.0000000000000000,9037.0000000000000000
"Novolíšeňská 2805/15, Brno",Brno,16.687202700000000,49.208766699999998,"AHOLD Czech Republic, a. s.",,88242713.0000000000000000,18250.0000000000000000
"Brněnská 1247, Rosice",Rosice,16.401933199999998,49.184562000000000,"Penny Market, s.r.o.",Penny Market,233032629.0000000000000000,16087.0000000000000000
"Evropská 175/32, Cheb",Cheb,12.374708000000000,50.074265599999997,"AHOLD Czech Republic, a. s.",,17811189.0000000000000000,3557.0000000000000000
"Pivovarská 2396/21, Cheb",Cheb,12.380321800000001,50.077974699999999,"Kaufland Česká republika, v.o.s.",OD Kaufland Cheb,7867385.0000000000000000,1509.0000000000000000
"Postoloprtská 2786, Louny",Louny,13.775643799999999,50.355843399999998,"Lidl Česká republika, v.o.s.",,154041020.0000000000000000,11516.0000000000000000
"Velkomoravská 488/29, Olomouc",Olomouc,17.248341900000000,49.582231700000001,"Lidl Česká republika, v.o.s.",,54636856.0000000000000000,4791.0000000000000000
"Elišky Přemyslovny 1269, Praha 5",Praha,14.386508700000000,49.967932099999999,"AHOLD Czech Republic, a. s.",,126160436.0000000000000000,7350.0000000000000000
"Pod hranicí 1304/17, Praha",Praha,14.335511800000001,50.052093700000000,"Kaufland Česká republika, v.o.s.",OD Kaufland Praha 5-Stodůlky,30056875.0000000000000000,1546.0000000000000000
"tř. Práce 1960/1, Bruntál",Bruntál,17.463451899999999,49.981482700000001,"Kaufland Česká republika, v.o.s.",OD Kaufland Bruntál,43385185.0000000000000000,8254.0000000000000000
"Krokova 649/30, Karlovy Vary",Karlovy Vary,12.897414400000001,50.234907399999997,"Billa, s.r.o.",,55898294.0000000000000000,7055.0000000000000000
"Dlouhá třída 1161/97, Havířov",Havířov,18.454146999999999,49.775651500000002,"AHOLD Czech Republic, a. s.",,207307723.0000000000000000,30413.0000000000000000
"Vídeňská 178, Vestec",Vestec,14.496993000000000,49.982527900000001,"AHOLD Czech Republic, a. s.",,43486304.0000000000000000,3265.0000000000000000
"nám. Republiky 1078/1, Praha 1",Praha,14.428721899999999,50.089186099999999,"AHOLD Czech Republic, a. s.",,14974288.0000000000000000,1199.0000000000000000
"Lipnická 3253/1c, Přerov",Přerov,17.440316200000002,49.462586600000002,"Lidl Česká republika, v.o.s.",,156446843.0000000000000000,12052.0000000000000000
"Běloveská 2085, Náchod",Náchod,16.176622099999999,50.418189499999997,"Penny Market, s.r.o.",Penny Market,23263352.0000000000000000,2330.0000000000000000
"Tkalcovská 869/1, Brno",Brno,16.627902299999999,49.200412999999998,"Spar Česká obchodní společnost, s.r.o.",,49820547.0000000000000000,12717.0000000000000000
"ul. Komenského, Boskovice",Boskovice,16.654700699999999,49.489695599999997,"AHOLD Czech Republic, a. s.",,128617994.0000000000000000,18984.0000000000000000
"Petra Křivky 1a, Brno",Brno,16.559350100000000,49.175914599999999,"AHOLD Czech Republic, a. s.",,6264264.0000000000000000,5935.0000000000000000
"Milady Horákové 24, České Budějovice",České Budějovice,14.440706000000000,48.980190299999997,"Billa, s.r.o.",Filiálka č. 309,99018951.0000000000000000,7071.0000000000000000
"Ocelářská 2420/2a, Praha",Praha,14.488514900000000,50.104045999999997,"Spar Česká obchodní společnost, s.r.o.",,75858421.0000000000000000,5882.0000000000000000
"Kpt. Jaroše 1136, Třebíč",Třebíč,15.885865300000001,49.223652500000000,"AHOLD Czech Republic, a. s.",,51309210.0000000000000000,3052.0000000000000000
"Ústecká 1933, Děčín",Děčín,14.201541600000001,50.772136099999997,"Lidl Česká republika, v.o.s.",,638757.0000000000000000,258.0000000000000000
"Husovo nám. 66, Beroun",Beroun,14.074496900000000,49.964356799999997,"AHOLD Czech Republic, a. s.",,65207313.0000000000000000,12543.0000000000000000
"Nádražní 2590, Písek",Písek,14.145112400000000,49.296506500000000,"Tesco Stores ČR, a.s.",Hypermarket Tesco Písek,26450877.0000000000000000,2410.0000000000000000
"Albertova 4018/5, Kroměříž",Kroměříž,17.386326000000000,49.288613099999999,"Penny Market, s.r.o.",,5104645.0000000000000000,693.0000000000000000
"Hlučínská, Opava",Opava,17.925372500000002,49.944724000000001,"Kaufland Česká republika, v.o.s.",OD Kaufland Opava,78656871.0000000000000000,6282.0000000000000000
"Průmyslová 2565, Písek",Písek,14.126080099999999,49.321576399999998,"Kaufland Česká republika, v.o.s.",OD Kaufland Písek,67436680.0000000000000000,7828.0000000000000000
"Vídeňská 815/89a, Brno",Brno,16.597539999999999,49.176593500000003,"Spar Česká obchodní společnost, s.r.o.",,2714810.0000000000000000,2674.0000000000000000
"Radlická 233/1b, Praha",Praha,14.401152500000000,50.072147600000001,"Tesco Stores ČR, a.s.",Hypermarket Tesco Praha Nový Smíchov,99596103.0000000000000000,7868.0000000000000000
"Střelničná 1660, Praha 8",Praha,14.459666700000000,50.125326999999999,"AHOLD Czech Republic, a. s.",,93909350.0000000000000000,6746.0000000000000000
"Lochotínská 1108/18, Plzeň",Plzeň,13.376945700000000,49.753909999999998,"Kaufland Česká republika, v.o.s.",OD Kaufland Plzeň,26087851.0000000000000000,2174.0000000000000000
"Lidická 1095/24, Plzeň",Plzeň,13.375147800000001,49.767034600000002,"Penny Market, s.r.o.",,33770158.0000000000000000,2296.0000000000000000
"Švehlova 1391/32, Praha",Praha,14.517188100000000,50.053281200000001,"Spar Česká obchodní společnost, s.r.o.",,8133506.0000000000000000,628.0000000000000000
"Vítkovická 3278/3, Ostrava",Ostrava,18.280623800000001,49.828869999999988,"Kaufland Česká republika, v.o.s.",OD Kaufland Ostrava-Moravská Ostrava,61910705.0000000000000000,5543.0000000000000000
"Husova 622, Příbram",Příbram,13.997644200000000,49.692682800000000,"Kaufland Česká republika, v.o.s.",OD Kaufland Příbram,40151054.0000000000000000,3738.0000000000000000
"Gerská 2004/2, Plzeň",Plzeň,13.366020000000001,49.772354300000003,"AHOLD Czech Republic, a. s.",,88313441.0000000000000000,4980.0000000000000000
"Lidická 3047/50, Šumperk",Šumperk,16.984687099999999,49.964959200000003,"Billa, s.r.o.",,243526991.0000000000000000,18240.0000000000000000
"Lidická 854/35, Plzeň",Plzeň,13.373107299999999,49.767231700000004,"AHOLD Czech Republic, a. s.",,74462289.0000000000000000,4681.0000000000000000
"Neštěmická 825/6, Ústí nad Labem",Ústí nad Labem,14.067638199999999,50.668077399999987,"Penny Market, s.r.o.",Penny Market,101266572.0000000000000000,5985.0000000000000000
"Těšínská 2912/36, Opava",Opava,17.914093999999999,49.934026799999998,"Lidl Česká republika, v.o.s.",,57768698.0000000000000000,4317.0000000000000000
"Smetanova, Vsetín",Vsetín,17.996282399999998,49.335546600000001,"AHOLD Czech Republic, a. s.",,110271772.0000000000000000,5985.0000000000000000
"Horská 571, Trutnov",Trutnov,15.894041400000001,50.578591899999999,"Penny Market, s.r.o.",Penny Market,52864164.0000000000000000,3175.0000000000000000
"Počernická 272/96, Praha",Praha,14.509561100000001,50.082935599999999,"Billa, s.r.o.",,48416318.0000000000000000,3714.0000000000000000
"Cukrovarská 492/4, Vyškov",Vyškov,16.994175500000001,49.274826699999998,"Kaufland Česká republika, v.o.s.",OD Kaufland Vyškov,301377553.0000000000000000,21335.0000000000000000
"Strojírenská 3581, Havlíčkův Brod",Havlíčkův Brod,15.601572600000001,49.605355199999998,"AHOLD Czech Republic, a. s.",,67211380.0000000000000000,6065.0000000000000000
"Riegerova 2386/56, Cheb",Cheb,12.378597100000000,50.070401500000003,"Penny Market, s.r.o.",,32107518.0000000000000000,5372.0000000000000000
"Veronské nám. 403, Praha 10",Praha,14.558864600000000,50.040592199999999,"AHOLD Czech Republic, a. s.",,184121702.0000000000000000,11972.0000000000000000
"Brněnská 360, Třebíč",Třebíč,15.895059000000000,49.214794099999999,"Kaufland Česká republika, v.o.s.",OD Kaufland Třebíč,27983727.0000000000000000,1618.0000000000000000
"Znojemská 1383, Třebíč",Třebíč,15.885108900000001,49.202793499999999,"Spar Česká obchodní společnost, s.r.o.",INTERSPAR Třebíč (hypermarket),22880155.0000000000000000,1425.0000000000000000
"U Bílého sloupu 2147, Litvínov",Litvínov,13.605248200000000,50.593304400000001,"Lidl Česká republika, v.o.s.",,2979940.0000000000000000,255.0000000000000000
"Ondříčkova 580/39, Praha 3",Praha,14.455631400000000,50.082046800000001,"AHOLD Czech Republic, a. s.",,158591048.0000000000000000,12650.0000000000000000
"Sofijská 2/3, Děčín",Děčín,14.193184799999999,50.772418399999999,"Billa, s.r.o.",,44001901.0000000000000000,10498.0000000000000000
"Halasovo náměstí 805/5, Brno - Lesná",Brno,16.624007100000000,49.224050599999998,"AHOLD Czech Republic, a. s.",,7889224.0000000000000000,7248.0000000000000000
"Dr. E. Beneše 641, Česká Třebová",Česká Třebová,16.440139800000001,49.911846399999988,"Lidl Česká republika, v.o.s.",,55282920.0000000000000000,6357.0000000000000000
"Rokycanská 1385/130, Plzeň",Plzeň,13.437008199999999,49.745833599999997,"Tesco Stores ČR, a.s.",Extra Plzeň,59943434.0000000000000000,7406.0000000000000000
"Prosecká 824/80, Praha",Praha,14.507202200000000,50.122130800000001,"Penny Market, s.r.o.",,49736557.0000000000000000,3862.0000000000000000
"Svetlogorská 2767, Tábor",Tábor,14.685567799999999,49.390338900000003,"AHOLD Czech Republic, a. s.",,115372948.0000000000000000,6423.0000000000000000
"U Prefy 1708, Chotěboř",Chotěboř,15.666125299999999,49.715372799999997,"Penny Market, s.r.o.",,101768211.0000000000000000,7848.0000000000000000
"Jiráskova 1280, Mladá Boleslav",Mladá Boleslav,14.922481400000001,50.431631299999999,"Penny Market, s.r.o.",,86097688.0000000000000000,4337.0000000000000000
"Olomoucká, Opava",Opava,17.881074300000002,49.933949899999988,"Kaufland Česká republika, v.o.s.",OD Kaufland Opava - Předměstí,50098021.0000000000000000,3584.0000000000000000
"Kubíčkova 1080/6, Brno",Brno,16.518514600000000,49.220804000000001,"Billa, s.r.o.",,55961248.0000000000000000,17010.0000000000000000
"Bardějovská 3268, Česká Lípa",Česká Lípa,14.547678599999999,50.688250400000001,"Spar Česká obchodní společnost, s.r.o.",SPAR Česká Lípa (supermarket),121805413.0000000000000000,11357.0000000000000000
"Tuklatská 2104, Praha 10",Praha,14.499663099999999,50.078382699999999,"AHOLD Czech Republic, a. s.",,137948589.0000000000000000,10620.0000000000000000
"Vídeňská třída 684/69, Znojmo",Znojmo,16.058568699999999,48.845706700000001,"AHOLD Czech Republic, a. s.",,69484697.0000000000000000,3865.0000000000000000
"Koněvova 2502/250, Praha 3",Praha,14.497156900000000,50.091527199999987,"AHOLD Czech Republic, a. s.",,80376575.0000000000000000,6368.0000000000000000
"Budějovická 1667/64, Praha",Praha,14.449101199999999,50.043777300000002,"Billa, s.r.o.",DBK,30156547.0000000000000000,2278.0000000000000000
"Zikova 736/1, Olomouc",Olomouc,17.255490099999999,49.577093400000003,"AHOLD Czech Republic, a. s.",,120249922.0000000000000000,5998.0000000000000000
"Soběslavská 3069, Tábor",Tábor,14.687498900000000,49.397218000000002,"Lidl Česká republika, v.o.s.",,9572711.0000000000000000,870.0000000000000000
"Táborská 111/1, Třebíč",Třebíč,15.871439900000000,49.223706999999997,"Billa, s.r.o.",,69428773.0000000000000000,4822.0000000000000000
"Kapitána Jaroše 836/66, Svitavy",Svitavy,16.478550400000000,49.743986100000001,"Lidl Česká republika, v.o.s.",,93304759.0000000000000000,7957.0000000000000000
"Sladovní 113/1, Olomouc",Olomouc,17.277920399999999,49.603356899999987,"Lidl Česká republika, v.o.s.",,93377415.0000000000000000,8709.0000000000000000
"Rudolická 1706/4, Most",Most,13.651253100000000,50.510652600000000,"Tesco Stores ČR, a.s.",Hypermarket Most,15091687.0000000000000000,1541.0000000000000000
"Plhovská 2066, Náchod",Náchod,16.167318900000001,50.419108100000003,"Lidl Česká republika, v.o.s.",,19068203.0000000000000000,1941.0000000000000000
"Vavřenova 1172/12, Praha",Praha,14.427410699999999,50.024327900000003,"Billa, s.r.o.",,63925482.0000000000000000,5086.0000000000000000
"Hradišťská, Staré Město",Staré Město,17.450819400000000,49.075161600000001,"Spar Česká obchodní společnost, s.r.o.",,143846263.0000000000000000,10059.0000000000000000
"Uhelná 1896/2, Děčín",Děčín,14.197194000000000,50.770174599999997,"AHOLD Czech Republic, a. s.",,13607224.0000000000000000,7413.0000000000000000
"Želetavská 1525/1, Praha 4 - Michle",Praha,14.453208300000000,50.049010000000003,"AHOLD Czech Republic, a. s.",,50933217.0000000000000000,4052.0000000000000000
"Riegrova 1149, Jičín",Jičín,15.357352700000000,50.431935799999998,"Lidl Česká republika, v.o.s.",,26418621.0000000000000000,2058.0000000000000000
"B. Martinů 2097/30, Nový Jičín",Nový Jičín,18.001960499999999,49.585819099999988,"Kaufland Česká republika, v.o.s.",OD Kaufland Nový Jičín,140950413.0000000000000000,14860.0000000000000000
"Husova 1058, Jičín",Jičín,15.362990900000000,50.435256500000001,"Billa, s.r.o.",,63750166.0000000000000000,4467.0000000000000000
"Ašská 2393/8, Cheb",Cheb,12.370788900000001,50.084594699999997,"Penny Market, s.r.o.",Penny Market,11898171.0000000000000000,2320.0000000000000000
"V Štíhlách 226, Praha",Praha,14.453509800000001,50.019368200000002,"Lidl Česká republika, v.o.s.",,59183532.0000000000000000,4700.0000000000000000
"plukovníka Mráze 1182/24, Praha 10",Praha,14.543991999999999,50.050314899999996,"AHOLD Czech Republic, a. s.",,121106402.0000000000000000,8524.0000000000000000
"Obránců Míru 2427, Kladno",Kladno,14.129174100000000,50.134506799999997,"AHOLD Czech Republic, a. s.",,88650194.0000000000000000,11236.0000000000000000
"Koněvova 1962/111, Praha",Praha,14.470845799999999,50.091260100000000,"Lidl Česká republika, v.o.s.",,170562136.0000000000000000,13606.0000000000000000
"Písečná 5583, Chomutov",Chomutov,13.446422000000000,50.489193800000002,"Lidl Česká republika, v.o.s.",,40868371.0000000000000000,3356.0000000000000000
"B. Němcové 960, Rokycany",Rokycany,13.593639100000001,49.734969900000003,"AHOLD Czech Republic, a. s.",,157401143.0000000000000000,11675.0000000000000000
"Želetická 707/5, Litoměřice",Litoměřice,14.136799200000000,50.525967199999997,"Spar Česká obchodní společnost, s.r.o.",,26649054.0000000000000000,4262.0000000000000000
"Mladoboleslavská 3617, Mělník",Mělník,14.491567500000000,50.348609499999988,"Lidl Česká republika, v.o.s.",,13156340.0000000000000000,1197.0000000000000000
"Masarykovo náměstí 68, Jihlava",Jihlava,15.591042000000000,49.395379200000001,"AHOLD Czech Republic, a. s.",,12794034.0000000000000000,2182.0000000000000000
"Čsl. armády 488, Hostivice",Hostivice,14.254604900000000,50.080746400000002,"Lidl Česká republika, v.o.s.",,12696902.0000000000000000,2084.0000000000000000
"Dr. Martínka 1617/10, Ostrava Hrabůvka",Ostrava,18.263645900000000,49.785133199999997,"AHOLD Czech Republic, a. s.",,248281344.0000000000000000,22025.0000000000000000
"Ellerova 1291, Strakonice",Strakonice,13.913170700000000,49.260696400000000,"Lidl Česká republika, v.o.s.",,88593875.0000000000000000,6152.0000000000000000
"Věštínská 1516/17, Praha",Praha,14.369690500000001,49.986242300000001,"Penny Market, s.r.o.",,34260778.0000000000000000,2396.0000000000000000
"Závodu míru 2058, Sokolov",Sokolov,12.664603100000001,50.172664599999997,"Penny Market, s.r.o.",,114844933.0000000000000000,6448.0000000000000000
"Soběslavská 3038, Tábor",Tábor,14.684545099999999,49.397116599999997,"Tesco Stores ČR, a.s.",Hypermarket Tábor,43766511.0000000000000000,2389.0000000000000000
"Merhautova 1065/214, Brno - Černá Pole",Brno,16.628106599999999,49.216134500000003,"AHOLD Czech Republic, a. s.",,14914702.0000000000000000,13719.0000000000000000
"Černokostelecká 2110/20, Říčany",Říčany,14.657571700000000,50.003800699999999,"Lidl Česká republika, v.o.s.",,3252076.0000000000000000,329.0000000000000000
"Kpt. Jaroše 375/31, Karlovy Vary",Karlovy Vary,12.840992399999999,50.226855800000003,"Spar Česká obchodní společnost, s.r.o.",,12898092.0000000000000000,2188.0000000000000000
"Východní 1352, Staré Město",Staré Město,17.453031100000000,49.077171900000003,"AHOLD Czech Republic, a. s.",,58445723.0000000000000000,4853.0000000000000000
"Boženy Němcové 438, Okříšky",Okříšky,15.768257200000001,49.245750600000001,"AHOLD Czech Republic, a. s.",,170421610.0000000000000000,18746.0000000000000000
"Smila Osovského 199/3, Třebíč",Třebíč,15.883796900000000,49.215492500000003,"Billa, s.r.o.",,99251956.0000000000000000,5747.0000000000000000
"náměstí 28. října 1610/1, Hradec Králové",Hradec Králové,15.817707600000000,50.212980299999998,"Tesco Stores ČR, a.s.",OD Tesco Hradec Králové,39285824.0000000000000000,7402.0000000000000000
"Malešovská 1652, Praha 9",Praha,14.680442700000000,50.072289900000001,"AHOLD Czech Republic, a. s.",,78228512.0000000000000000,4458.0000000000000000
"U Šalamounky 2/2664, Praha 5",Praha,14.388612300000000,50.065584100000002,"AHOLD Czech Republic, a. s.",,222245358.0000000000000000,17546.0000000000000000
"Radotínská 29, Černošice",Černošice,14.326446300000001,49.964244999999998,"Penny Market, s.r.o.",,10619073.0000000000000000,1704.0000000000000000
"Dukelská 717/2, Jeseník",Jeseník,17.202923899999998,50.226895900000002,"AHOLD Czech Republic, a. s.",,9002983.0000000000000000,1559.0000000000000000
"Riegrovo nám. 59, Semily",Semily,15.334075300000000,50.602722900000003,"AHOLD Czech Republic, a. s.",,52685837.0000000000000000,4979.0000000000000000
"Slovenského národního povstání 1081, Chrudim",Chrudim,15.810596200000001,49.947639100000004,"Kaufland Česká republika, v.o.s.",OD Kaufland Chrudim,34131951.0000000000000000,3840.0000000000000000
"Panenská 2181, Tachov",Tachov,12.635785300000000,49.796661299999997,"Penny Market, s.r.o.",Penny Market,104386394.0000000000000000,8889.0000000000000000
"Na hrázi 177/4, Praha",Praha,14.473687099999999,50.105100899999996,"Billa, s.r.o.",,46773722.0000000000000000,3624.0000000000000000
"Brodská 496, Příbram",Příbram,13.998245799999999,49.666536499999999,"AHOLD Czech Republic, a. s.",,61695058.0000000000000000,5478.0000000000000000
"Pražská 286, Písek",Písek,14.136188100000000,49.315523700000000,"Penny Market, s.r.o.",,135308790.0000000000000000,10938.0000000000000000
"Budějovická 356/1a, Praha",Praha,14.443712900000000,50.050334399999997,"Billa, s.r.o.",,66189665.0000000000000000,5271.0000000000000000
"Seifertova 532, Příbram",Příbram,13.997176899999999,49.675973599999999,"Penny Market, s.r.o.",,149514347.0000000000000000,10863.0000000000000000
"náměstí Republiky 1400, Pardubice",Pardubice,15.776446900000000,50.037940100000000,"Billa, s.r.o.",,105233444.0000000000000000,8897.0000000000000000
"Mukařovského 2590/2, Praha",Praha,14.322801699999999,50.045320099999998,"Tesco Stores ČR, a.s.",Supermarket Tesco Praha Luka,108277704.0000000000000000,5498.0000000000000000
"Holasická 1154/2, Opava",Opava,17.911618199999999,49.940652600000000,"AHOLD Czech Republic, a. s.",,135202428.0000000000000000,9257.0000000000000000
"Rašínova třída 1669, Hradec Králové",Hradec Králové,15.803418100000000,50.190459099999998,"Tesco Stores ČR, a.s.",Hypermarket Hradec Králové,45073006.0000000000000000,5272.0000000000000000
"nám. Sítná 3106, Kladno",Kladno,14.101624500000000,50.136261900000001,"AHOLD Czech Republic, a. s.",,43256855.0000000000000000,6163.0000000000000000
"Dr. E. Beneše 2871/5, Šumperk",Šumperk,16.975419400000000,49.963985100000002,"AHOLD Czech Republic, a. s.",,46902260.0000000000000000,2904.0000000000000000
"Masarykova 873, Valašské Meziříčí",Valašské Meziříčí,17.962839500000001,49.485229900000000,"Tesco Stores ČR, a.s.",Hypermarket Tesco Valašské Meziříčí,71740809.0000000000000000,8056.0000000000000000
"Cornovova 2, Brno",Brno,16.642625400000000,49.187944199999997,"AHOLD Czech Republic, a. s.",,10617756.0000000000000000,9556.0000000000000000
"Štursova 1124/3, Olomouc",Olomouc,17.271884900000000,49.588445200000002,"Kaufland Česká republika, v.o.s.",OD Kaufland Olomouc,39454107.0000000000000000,3607.0000000000000000
"Polská 432, Trutnov",Trutnov,15.909092299999999,50.565383799999999,"Lidl Česká republika, v.o.s.",,234836638.0000000000000000,14302.0000000000000000
"Jiráskova 5201/66, Jihlava",Jihlava,15.575676800000000,49.402780499999999,"Lidl Česká republika, v.o.s.",,43917399.0000000000000000,7422.0000000000000000
"Sluneční nám. 2567/8, Praha 5",Praha,14.341026700000000,50.050372499999987,"AHOLD Czech Republic, a. s.",,173530053.0000000000000000,9117.0000000000000000
"U Cihláře 3558, Havlíčkův Brod",Havlíčkův Brod,15.575619300000000,49.618313699999987,"Penny Market, s.r.o.",,32495492.0000000000000000,4980.0000000000000000
"Rožmitálova 1812/5, Blansko",Blansko,16.643156600000001,49.361851399999999,"AHOLD Czech Republic, a. s.",,33154669.0000000000000000,3895.0000000000000000
"Budyšínská 1400/1, Liberec",Liberec,15.061419300000001,50.774532000000001,"AHOLD Czech Republic, a. s.",,18864085.0000000000000000,2336.0000000000000000
"Horova 1223/1, Karlovy Vary",Karlovy Vary,12.869990800000000,50.231592499999998,"AHOLD Czech Republic, a. s.",,32792438.0000000000000000,5170.0000000000000000
"Jana Zajíce 712, Pardubice",Pardubice,15.807630400000001,50.045492500000002,"Penny Market, s.r.o.",,157564203.0000000000000000,14554.0000000000000000
"Lipnická 2936/4, Přerov",Přerov,17.445839700000001,49.464210500000000,"Kaufland Česká republika, v.o.s.",OD Kaufland Přerov,81661084.0000000000000000,5944.0000000000000000
"B. Němcové 2148, České Budějovice",České Budějovice,14.471480700000001,48.967720000000000,"Lidl Česká republika, v.o.s.",,38609229.0000000000000000,9669.0000000000000000
"Masarykova třída 1950, Teplice",Teplice,13.835658100000000,50.649729499999999,"Penny Market, s.r.o.",Penny Market,57445861.0000000000000000,3545.0000000000000000
"Jičínská 1350/3, Mladá Boleslav",Mladá Boleslav,14.937529899999999,50.411854400000003,"AHOLD Czech Republic, a. s.",,84495455.0000000000000000,9430.0000000000000000
"Havířská 352/17, Ústí nad Labem",Ústí nad Labem,13.974535899999999,50.689881799999988,"Tesco Stores ČR, a.s.",Hypermarket Tesco Ústí nad Labem Všeboři,43433041.0000000000000000,5714.0000000000000000
"Plzeňská 724, Beroun",Beroun,14.046580600000000,49.952491100000003,"Lidl Česká republika, v.o.s.",,14993044.0000000000000000,778.0000000000000000
"U Hřebčince 2510, Písek",Písek,14.165096900000000,49.296753899999999,"AHOLD Czech Republic, a. s.",,64447086.0000000000000000,5165.0000000000000000
"Višňová 3129, Most",Most,13.656044899999999,50.493518100000003,"Penny Market, s.r.o.",Penny Market,217539743.0000000000000000,12294.0000000000000000
"Červené Vršky 2179, Benešov",Benešov,14.682335300000000,49.789466200000007,"Lidl Česká republika, v.o.s.",,5705059.0000000000000000,1707.0000000000000000
"náměstí 28. dubna 1069/2, Brno",Brno,16.530274599999998,49.225635500000003,"AHOLD Czech Republic, a. s.",,1317772.0000000000000000,1133.0000000000000000
"Lodžská 399/26, Praha",Praha,14.423346400000000,50.130465200000003,"Penny Market, s.r.o.",Penny Market,33600939.0000000000000000,2620.0000000000000000
"Stará Osada 3984/15, Brno - Židenice",Brno,16.640372800000002,49.202387799999997,"AHOLD Czech Republic, a. s.",,8143687.0000000000000000,7293.0000000000000000
"Spojovací 1345, Střítež Třebíč",Třebíč,15.890093900000000,49.201839000000000,"AHOLD Czech Republic, a. s.",,73436775.0000000000000000,5889.0000000000000000
"Kpt. Jaroše, Třebíč",Třebíč,15.885647000000001,49.224096199999998,"Spar Česká obchodní společnost, s.r.o.",,84053880.0000000000000000,5379.0000000000000000
"Novosedlická 3216, Teplice",Teplice,13.821808000000001,50.647065800000000,"Lidl Česká republika, v.o.s.",,53978882.0000000000000000,4359.0000000000000000
"Písecká 972/1, Plzeň",Plzeň,13.425846999999999,49.701059699999988,"AHOLD Czech Republic, a. s.",,216498984.0000000000000000,19682.0000000000000000
"Veselská 663, Praha",Praha,14.501274700000000,50.135053499999998,"Tesco Stores ČR, a.s.",Hypermarket Praha Letňany,10360361.0000000000000000,1100.0000000000000000
"Slovenského národního povstání 1060, Chrudim",Chrudim,15.810408900000001,49.948909899999997,"AHOLD Czech Republic, a. s.",,133574148.0000000000000000,8419.0000000000000000
"Jeremiášova 486/1, Olomouc",Olomouc,17.247715899999999,49.575939200000001,"Billa, s.r.o.",,87206971.0000000000000000,5996.0000000000000000
"Novinářská 3178/6b, Ostrava",Ostrava,18.264165100000000,49.832731299999999,"Tesco Stores ČR, a.s.",Hypermarket Tesco Ostrava Futurum,224957830.0000000000000000,19817.0000000000000000
"Náchodská 2086/54, Praha",Praha,14.600768300000000,50.113043500000003,"Penny Market, s.r.o.",Penny Market,15788796.0000000000000000,3478.0000000000000000
"Fajtlova 1090/1, Praha 6",Praha,14.290475700000000,50.093491099999987,"AHOLD Czech Republic, a. s.",,16983238.0000000000000000,1320.0000000000000000
"Plumlovská 4126, Prostějov",Prostějov,17.094002799999998,49.473048499999997,"Penny Market, s.r.o.",,128218367.0000000000000000,6407.0000000000000000
"Lidická, Roztoky",Roztoky,14.384612400000000,50.161375799999988,"Tesco Stores ČR, a.s.",Hypermarket Tesco Roztoky,108417747.0000000000000000,8568.0000000000000000
"Vršovická 1525/1a, Praha",Praha,14.444696400000000,50.066893600000000,"Lidl Česká republika, v.o.s.",,263022022.0000000000000000,20637.0000000000000000
"Riegrova 5030/23, Jablonec nad Nisou",Jablonec nad Nisou,15.164127300000001,50.731532199999997,"Lidl Česká republika, v.o.s.",,26436608.0000000000000000,2351.0000000000000000
"Žižkova 515, Trutnov",Trutnov,15.896631899999999,50.562638000000000,"AHOLD Czech Republic, a. s.",,62615798.0000000000000000,4292.0000000000000000
"Cíglerova 1139, Praha 9",Praha,14.558479400000000,50.105575100000003,"AHOLD Czech Republic, a. s.",,171948077.0000000000000000,10452.0000000000000000
"Mukařovského 1986/7, Praha 5",Praha,14.321112100000001,50.045082399999998,"AHOLD Czech Republic, a. s.",,111972954.0000000000000000,5708.0000000000000000
"Nebušická 491, Praha 6",Praha,14.340065900000001,50.110061299999998,"AHOLD Czech Republic, a. s.",,39051205.0000000000000000,3652.0000000000000000
"Vinohradská 2828/151, Praha 2",Praha,14.461403300000001,50.078136200000003,"AHOLD Czech Republic, a. s.",,50081618.0000000000000000,3990.0000000000000000
"Dukelská brána 25/7, Prostějov",Prostějov,17.112803899999999,49.472280400000002,"Billa, s.r.o.",,73535523.0000000000000000,5607.0000000000000000
"Osvoboditelů 2700, Louny",Louny,13.799396900000000,50.355451199999997,"AHOLD Czech Republic, a. s.",,70677829.0000000000000000,5752.0000000000000000
"Čs. armády 499, Bohumín",Bohumín,18.347223100000001,49.906398200000012,"AHOLD Czech Republic, a. s.",,84875561.0000000000000000,7259.0000000000000000
"Radimova 2322/40, Praha",Praha,14.366186400000000,50.087850499999988,"Billa, s.r.o.",,144114610.0000000000000000,10017.0000000000000000
"U Jandovky 2, Vyškov",Vyškov,16.989382200000001,49.274504200000003,"AHOLD Czech Republic, a. s.",,30058293.0000000000000000,2046.0000000000000000
